customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
bd62aefa-4af9-4179-ae0f-50e5ff54b4c7,Male,1,Yes,Yes,13,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,90.76,1191.38,Yes
a872bfe1-39c6-4d1a-ac05-3c60dd416bce,Female,1,Yes,Yes,45,No,No phone service,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,32.97,1485.1,No
4d301f91-5c76-4cbc-ad64-29dbee24a205,Male,1,No,Yes,71,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,73.97,5239.11,No
0d4b30cf-e1c5-410c-961e-18bf2aeb371a,Female,0,No,Yes,11,No,No,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,36.96,405.14,Yes
308b0529-ede7-47ef-a2ee-f9814425d4bc,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Credit card,88.52,5145.56,Yes
3fe0ba07-bf30-4265-b158-b756085f47dd,Male,1,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,31.89,1315.3,Yes
317822d0-e956-4f6e-bbb0-b73509043137,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card,93.97,6193.55,Yes
c3441760-9dc7-4bad-bcd5-fd5d4df3a27d,Male,0,Yes,Yes,22,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,119.61,2623.09,No
98c6fac8-4c43-410f-99fc-0480211791de,Male,1,Yes,No,20,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer,55.57,1105.8,Yes
4d209300-e8db-40bc-9335-35b26beb5eb7,Male,1,No,No,37,No,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,30.66,1149.94,No
b11e219a-34bc-4f70-940b-e40926edef28,Female,1,No,Yes,10,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,21.25,211.87,No
7f7522b1-8a3f-4a14-ba1c-cbb0cf2b900c,Female,0,No,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,41.41,954.42,Yes
d7cdeaf1-1e62-4ad6-b14b-47ba5b8169da,Female,1,Yes,No,23,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,115.69,2652.38,Yes
c73fc7dc-db4e-474a-b73a-448ce8eeea5f,Male,1,Yes,Yes,55,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Bank transfer,20.59,1112.57,No
56286567-2df5-42d0-af90-cc150e97c5ff,Female,1,No,Yes,70,No,No phone service,No,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,54.16,3791.51,Yes
affcaff5-6cb2-4930-adde-9323fe83a2d3,Female,1,No,No,28,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card,61.86,1743.45,No
fd3caa76-64cd-4a38-a9fa-598b19ea8b75,Female,1,No,No,14,No,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,69.54,959.55,No
fa8c127c-2cc6-48d0-9c36-7fd63593d51f,Female,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No,No,No,One year,No,Credit card,67.45,4779.47,No
fdbdabce-1ab1-4b74-9695-cad7cb050371,Female,0,No,No,13,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,85.69,1121.89,Yes
d2d8e80c-0b71-446b-b03b-c19f1f9ad025,Male,0,Yes,No,5,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,113.94,573.12,No
b77ac23a-38b4-4ff1-aa37-9976369fb273,Male,1,Yes,No,27,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,99.61,2694.11,No
877c9c7a-dec9-4d69-9d06-8ccb22e6692b,Female,1,No,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,65.31,1706.14,No
d27ab5ae-e45d-4d7e-a45c-c96896bc5fd4,Male,1,No,No,30,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,59.3,1771.08,No
d96de72f-aeb6-4d3d-9e14-fadaa45d1143,Male,0,No,Yes,41,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Credit card,74.1,3032.26,No
6e7cf235-be98-4ef3-be9f-f6ddc5e0794b,Male,1,Yes,No,37,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,60.51,2258.77,Yes
e5c33525-3062-466a-a709-a65ff7db565f,Female,0,No,No,46,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,37.49,1734.05,Yes
da554877-8621-4c30-a838-8fda4bd83f7b,Male,0,Yes,Yes,42,No,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,24.29,1024.84,No
4fd5c1a1-deed-4c86-aa83-e8d08580ba41,Female,0,No,Yes,31,No,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,65.94,2047.13,Yes
f2ee5c70-f5e9-435c-bd74-a54599f16945,Female,0,No,No,25,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer,29.06,721.82,No
bb37c070-2f7e-45d6-a533-b16e63bfed30,Female,1,Yes,No,10,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,90.34,905.25,No
845c7a0f-18cb-411b-b897-1f241fcb56e4,Male,0,No,Yes,60,Yes,Yes,No,No,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,108.76,6517.54,Yes
b4fc0aa1-2824-4115-b388-3e9f6d402695,Female,0,Yes,Yes,41,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer,97.43,4013.54,Yes
9449a91d-7d03-404a-b8f0-8593910dc5ca,Female,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,83.26,4570.74,Yes
db21fa3f-a552-4b80-8005-f12a3bf5d817,Female,0,Yes,No,43,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,119.03,5118.09,Yes
e4c506a9-1b56-40ea-8e80-de2fbde1de95,Female,1,No,Yes,65,No,No phone service,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,23.72,1526.85,No
e1590e37-f5aa-4e8e-85ef-14cd8005ddde,Female,0,No,Yes,32,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card,61.5,1958.11,Yes
d696707f-cba5-4357-9be9-c9a5d7f876ea,Male,1,Yes,No,13,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card,40.76,532.01,No
378e378f-f410-492e-a8c6-5c2ad16125cc,Female,0,Yes,Yes,32,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Mailed check,93.2,2967.54,No
53f90dfc-48d1-4a94-a64c-706eed81046c,Female,1,No,Yes,66,No,No phone service,No,Yes,No,Yes,No internet service,Yes,No,One year,No,Bank transfer,110.86,7335.32,No
7d598309-8c82-4d51-b922-9c7be6f5d24f,Female,0,No,No,25,No,No,No,No internet service,No,Yes,No,No,Yes,One year,No,Electronic check,50.35,1248.75,Yes
8a824378-0238-44af-b2d2-14931019a835,Female,0,No,Yes,12,No,No,No,Yes,No,Yes,No,No,No internet service,One year,No,Bank transfer,107.93,1288.74,No
981c70d8-dba5-47bb-9c21-5afcf7249389,Female,0,Yes,Yes,56,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,No,Electronic check,28.42,1583.56,No
a661ff99-14c7-4b97-9703-d53f3a6c7564,Female,0,No,Yes,9,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card,43.86,376.3,Yes
be488a10-196f-4d19-889b-c86a41b15ed5,Female,1,No,No,51,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,96.77,4932.35,Yes
24ff05b8-6c8a-4d9f-bd29-2e02d38cc410,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Bank transfer,93.13,2595.75,Yes
7e087d00-e48c-4282-b959-bcbd495bb4ac,Male,1,Yes,Yes,27,Yes,No,No,No,No,No,Yes,No internet service,No internet service,One year,No,Mailed check,34.54,920.42,No
13a7d947-f081-42ad-a3cd-814fafa8bfe1,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,28.36,350.45,Yes
2f204de5-193d-474b-a614-505c5c6c47ec,Male,1,Yes,No,5,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Two year,No,Credit card,26.03,117.48,No
b328a530-804b-4a9f-9746-f5d661b4cfe8,Female,1,No,No,39,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,Yes,Electronic check,72.27,2802.71,No
bdd5d85e-44f4-448a-b350-f425697840c5,Female,0,Yes,No,26,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,39.28,1006.47,Yes
324322c4-3548-4dbd-bfeb-2617f6f09a74,Female,1,No,No,16,No,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,104.32,1649.61,Yes
bb19fdcb-f7f6-4f9c-884f-d29cf38ce18b,Male,1,No,Yes,46,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,One year,No,Credit card,119.3,5497.28,Yes
4f8bd474-a96f-4f15-b244-675593e5ef9b,Male,1,Yes,No,10,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,Yes,Mailed check,34.5,360.93,Yes
770bdb75-a5a2-4525-bd40-5ec27715916c,Male,1,No,Yes,47,No,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,75.63,3540.26,Yes
e4013d31-5a5f-4a97-a5f1-61d5ed30f884,Female,0,Yes,Yes,50,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card,101.58,5078.83,No
edca7b94-9639-4e99-b8ce-2b5680e21148,Male,0,Yes,Yes,26,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Mailed check,38.69,989.71,Yes
49206313-3646-4b63-b45d-faab9c5ca15b,Female,0,No,Yes,20,No,No phone service,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.32,1667.24,No
4766e980-db63-45fe-adac-4da91cd45ea6,Male,0,No,No,31,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card,33.77,1035.46,Yes
c11de1eb-3dfb-4cb8-b8ad-5c99ce2c38ff,Female,1,No,Yes,6,Yes,No,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer,55.71,321.16,Yes
3aca1d51-5d61-469e-87bd-a34cea8efbc8,Female,1,Yes,No,10,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,One year,Yes,Mailed check,58.43,573.19,Yes
d2cd3ae1-f010-4db4-98ee-a66760e4dbb4,Female,1,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,98.88,4831.19,Yes
dcbaa9f2-ecf7-4250-a241-50b2266d9e65,Female,1,Yes,No,22,No,Yes,No,Yes,No,Yes,No,No,No internet service,One year,Yes,Electronic check,20.02,455.4,Yes
55b8cc93-700d-4c1d-b650-02e33242ecf4,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,105.52,4744.48,Yes
7730e94f-3fc8-4127-9be7-ebbfd0397bad,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,23.14,1514.34,No
f1fdcd6e-f344-4240-8813-9ef3fea27244,Female,1,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,No,Credit card,66.08,916.99,No
4bfe4add-eb2f-4fad-ac77-335c05d2250e,Female,0,Yes,No,52,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card,86.32,4481.57,Yes
8fc5c970-fd52-4782-bafc-3bc9d07a075f,Female,1,No,Yes,56,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card,88.07,4929.88,Yes
3e61aea0-9247-4f2a-b3d6-93e1b7978544,Female,1,Yes,Yes,56,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,57.28,3216.42,Yes
4ac7f0bb-4583-4faf-9b8a-cc4d3a835f15,Male,1,No,Yes,72,No,No,No,No,No,No,No,Yes,No internet service,One year,No,Electronic check,27.72,1983.14,No
85da6d53-4ef2-4782-a975-9d41e2711156,Male,0,Yes,Yes,36,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,39.36,1430.58,Yes
7d59013f-59ce-48ea-b781-6d818c5cf547,Male,0,No,Yes,22,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,59.44,1305.87,No
aea90d80-b1a2-4b4e-966a-3c351f68d8fa,Male,1,Yes,No,62,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,35.66,2226.92,Yes
b764c9cf-2f61-41c6-a895-b9f75bd68b5b,Male,1,Yes,Yes,60,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,35.8,2150.4,Yes
f9b63667-fa19-4ae5-9933-78098b4f618c,Female,0,Yes,Yes,38,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer,23.22,876.15,Yes
cb42fbe5-73a6-434a-94ee-2560f0c3d83b,Female,1,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,114.45,557.04,Yes
39df7ca6-0727-42f4-bd6c-b5c639c2b36e,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,62.48,1754.02,No
85aedb34-20f9-4cbb-9e48-0d9f5efc03f6,Female,1,No,No,45,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,40.25,1811.22,Yes
6692e3ad-bd2b-45e0-8937-77c858a2b45d,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer,62.32,1449.89,Yes
2ca90f8c-4f76-4526-acb7-ca2af3a7c177,Female,1,No,Yes,37,No,No phone service,No,No,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,23.24,845.62,Yes
c4ea14a1-867a-4536-a355-38ce71d1732f,Male,0,No,Yes,71,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,115.95,8212.79,No
6258467d-c185-4e96-bd80-136995c82e85,Male,0,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,90.57,4909.73,No
4cefeefd-691c-477d-9b92-62c2c0796117,Male,1,No,No,14,No,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,106.35,1505.54,Yes
bdcfc66c-f4f9-423a-84f6-2c93a3211a04,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,91.95,1857.63,No
44f8193d-2932-45b2-bcae-7a2307d313c2,Female,1,Yes,No,18,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer,69.23,1260.32,Yes
d8612190-3b73-46a3-b68c-76771143ce3c,Male,0,Yes,No,44,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer,114.63,5054.69,No
c7cf2dc0-0339-47b8-b3b1-f4d55850b5ca,Female,0,Yes,No,12,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,64.02,778.05,Yes
654fdf07-fc1f-455d-9e99-0f075fa25f09,Female,1,No,No,43,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,104.48,4492.59,No
15e283ff-5883-4f3a-ab30-4749143cb531,Male,1,No,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card,51.14,1734.03,No
9321b538-8b7b-4187-9da0-95795e63bce6,Female,1,Yes,Yes,42,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card,116.91,4895.58,Yes
34069c1b-f510-4bad-b18d-ad5d32f08b9b,Female,0,No,No,39,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,62.7,2456.62,No
dca52c46-65fd-4634-90cc-4d4822ef042b,Female,0,No,No,33,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,22.62,753.63,No
84005cb2-10ba-41b7-b7ca-eb0f69c5912f,Female,1,Yes,No,23,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,63.36,1449.52,No
8f959fad-b747-4af9-abb7-b667adb02728,Male,1,No,Yes,33,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,96.87,3209.96,Yes
a67360ba-7b18-421d-b5ee-68e0bed02f9f,Female,1,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,98.06,6290.2,Yes
